,Rajonas,Gatve,Kaina,Kvadrato kaina,Kambariai,Plotas,Aukstas,Is viso aukstu
404,Lazdynai,Architektų g.,27000,1588,1,17,1,1
405,Pilaitė,I. Kanto al.,99999,1423,3,70.25,5,5
406,Salininkai,Salininkų g.,49000,1062,2,46.14,3,3
407,Pašilaičiai,Perkūnkiemio g.,95000,1589,2,59.8,8,12
408,Naujoji Vilnia,Karklėnų g.,97000,1466,3,66.15,2,5
409,Antakalnis,Šilo g.,229900,2471,4,93.05,2,3
410,Šiaurės miestelis,Žygio g.,118888,1949,3,61,5,8
411,Užupis,Kreivasis skg.,138000,3196,2,43.18,3,3
412,Žirmūnai,Žirmūnų g.,149000,2129,3,70,5,12
413,Senamiestis,Kaštonų g.,146000,2433,3,60,2,4
414,Justiniškės,Taikos g.,57790,1133,2,51,1,9
415,Naujamiestis,Švitrigailos g.,49000,2450,1,20,4,5
416,Senamiestis,Vokiečių g.,219000,3068,3,71.38,4,5
417,Naujininkai,Šaltkalvių g.,28700,1148,1,25,5,5
418,Fabijoniškės,L. Giros g.,79500,1191,3,66.73,4,10
419,Šeškinė,Paberžės g.,61000,1743,1,35,2,5
420,Baltupiai,Ateities g.,34000,1545,1,22,5,5
421,Naujoji Vilnia,Gerovės g.,47900,1359,2,35.24,3,5
422,Naujoji Vilnia,Parko g.,33000,647,2,51,0,12
423,Karoliniškės,Loretos Asanavičiūtės g.,41000,1258,1,32.6,8,9
424,Užupis,Krivių g.,249000,3507,3,71,2,4
425,Pilaitė,Nidos g.,86700,1667,2,52,9,9
426,Balsiai,Verkių Riešės g.,90000,1250,3,72,2,2
427,Senamiestis,K. Vanagėlio g.,1275000,2125,8,600,1,1
428,Grigiškės,Kovo 11-osios g.,79450,1135,4,70,3,5
429,Antakalnis,Antakalnio g.,67500,1646,2,41,5,5
430,Antakalnis,Ajerų g.,105000,1010,4,104,1,2
431,Fabijoniškės,Gedvydžių g.,52000,1300,1,40,4,5
432,Pašilaičiai,Dociškių g.,99900,1805,3,55.35,1,8
433,Šiaurės miestelis,S. Žukausko g.,299999,2609,3,115,7,10
434,Jeruzalė,Rugių g.,95000,1290,4,73.64,2,5
435,Šnipiškės,Daugėliškio g.,124000,2441,2,50.8,3,11
436,Senamiestis,Subačiaus g.,285000,2681,3,106.29,2,3
437,Naujamiestis,A. Vivulskio g.,149900,1972,3,76,2,4
438,Žirmūnai,M. Katkaus g.,142500,2740,2,52,3,7
439,Naujamiestis,Savanorių pr.,158000,3233,2,48.87,4,9
440,Naujoji Vilnia,Pramonės g.,34000,1133,2,30,1,1
441,Jeruzalė,Rugių g.,103000,1693,2,60.84,2,5
442,Senamiestis,Lapų g.,259000,2943,3,88,4,4
443,Senamiestis,Odminių g.,359000,3653,3,98.27,1,3
444,Šnipiškės,Daugėliškio g.,108000,2209,2,48.9,3,11
445,Grigiškės,Šviesos g.,41000,1229,1,33.35,1,5
446,Užupis,Kreivasis skg.,135000,2652,2,50.91,1,3
447,Karoliniškės,Igno Šimulionio g.,160000,2000,3,80,1,3
448,Karoliniškės,Algimanto Petro Kavoliuko g.,110000,1984,2,55.44,2,9
449,Naujamiestis,Muitinės g.,122200,1971,3,62,3,5
450,Šeškinė,Siesikų g.,66000,2201,1,29.99,6,8
451,Fabijoniškės,Fabijoniškių g.,86000,1284,3,67,9,9
452,Fabijoniškės,P. Žadeikos g.,89000,1155,4,77.07,1,12
453,Bajorai,Bajorų Sodų 2-oji g.,135000,2077,3,65,1,2
454,Šeškinė,Buivydiškių g.,56900,1585,1,35.91,1,12
455,Naujoji Vilnia,Linksmoji g.,78000,975,3,80,1,5
456,Žirmūnai,Minties g.,68600,2117,1,32.41,3,9
457,Žirmūnai,Žirmūnų g.,82000,2370,2,34.6,4,6
458,Justiniškės,Taikos g.,62999,1235,2,51,1,9
459,Pilaitė,Tolminkiemio g.,92000,2044,2,45,2,4
460,Pilaitė,Vydūno g.,90000,1529,2,58.88,4,9
461,Pašilaičiai,Gabijos g.,102000,1645,3,62,4,7
462,Šnipiškės,Konstitucijos pr.,163000,2739,2,59.5,12,29
463,Pašilaičiai,Leičių g.,74000,1111,3,66.62,2,9
464,Fabijoniškės,Fabijoniškių g.,82000,1323,3,62,1,9
465,Žirmūnai,Apkasų g.,49900,1921,1,25.97,4,5
466,Burbiškės,Burbiškių g.,70000,2188,1,32,2,3
467,Justiniškės,Laisvės pr.,79500,2065,2,38.5,1,5
468,Naujamiestis,Vytenio g.,140000,2979,3,47,3,7
469,Naujamiestis,S. Konarskio g.,120000,1790,3,67.03,3,9
470,Naujamiestis,Panerių g.,119000,2479,2,48,2,3
471,Fabijoniškės,Fabijoniškių g.,117956,2106,2,56,1,9
472,Žvėrynas,Elnių g.,179000,3226,2,55.48,2,4
473,Žvėrynas,Liubarto g.,399999,2468,5,162.09,5,5
474,Santariškės,Santariškių g.,127500,2602,2,49,1,3
475,Pašilaičiai,Laisvės pr.,82000,1547,2,53,2,6
476,Jeruzalė,Mokyklos g.,139000,2837,2,49,2,3
477,Verkiai,Trinapolio g.,121000,2086,2,58,3,9
478,Fabijoniškės,Salomėjos Nėries g.,77500,1474,2,52.58,7,9
479,Pašilaičiai,Č. Sugiharos g.,140000,2857,2,49,3,6
480,Saulėtekis,Plytinės g.,149800,1805,3,83,4,5
481,Žvėrynas,Stumbrų g.,115000,3382,2,34,5,6
482,Žirmūnai,Piromonto g.,125900,2358,2,53.4,1,7
483,Naujamiestis,Savanorių pr.,169000,3514,2,48.1,6,9
484,Naujamiestis,Aguonų g.,31000,1805,1,17.17,2,4
485,Rasos,Stadiono g.,151000,1841,3,82,3,5
486,Šeškinė,Šeškinės g.,73500,1495,2,49.15,1,5
487,Pilaitė,Vydūno g.,66000,1269,2,52,5,9
488,Šnipiškės,Konstitucijos pr.,135000,2356,2,57.29,5,8
489,Užupis,Polocko g.,690000,3843,5,179.53,4,4
490,Valakampiai,Svajonių g.,154956,2870,2,54,2,3
491,Naujoji Vilnia,Linksmoji g.,110000,1437,3,76.54,1,5
492,Pilaitė,M. Mažvydo g.,127000,1775,3,71.54,4,6
493,Pilaitė,Padekaniškių g.,159000,1728,3,92,1,4
494,Pašilaičiai,Eitminų g.,71000,1912,2,37.14,6,9
495,Visoriai,Visorių g.,139000,2206,3,63,4,6
496,Naujamiestis,J. Basanavičiaus g.,66900,3345,1,20,2,4
497,Pilaitė,I. Kanto al.,91500,1302,3,70.25,6,9
498,Naujamiestis,Savanorių pr.,64000,1362,2,47,4,9
499,Pašilaičiai,Perkūnkiemio g.,87000,1673,2,52,2,8
500,Pašilaičiai,Laisvės pr.,66500,1889,2,35.2,1,9
501,Senamiestis,Trakų g.,182000,2000,2,91,4,4
502,Vilkpėdė,Vilkpėdės g.,75000,2027,1,37,1,9
503,Pilaitė,I. Kanto al.,87800,1254,3,70,8,9
504,Justiniškės,Taikos g.,89000,1072,4,83,5,9
505,Užupis,Polocko g.,275000,3769,3,72.96,2,3
506,Žvėrynas,Vilkų g.,224000,2800,3,80,3,4
507,Baltupiai,Jurgio Lebedžio g.,76500,2459,1,31.11,3,5
508,Pašilaičiai,Girulių g.,72500,1718,2,42.21,4,9
509,Naujamiestis,Gerosios Vilties g.,19999,792,1,25.26,5,5
510,Naujoji Vilnia,Dūmų g.,38500,1283,2,30,2,2
511,Pašilaičiai,Perkūnkiemio g.,84500,1681,2,50.27,12,12
512,Karoliniškės,Apolinaro Juozo Povilaičio g.,64000,1280,2,50,4,9
513,Žirmūnai,Trinapolio g.,118000,1921,2,61.44,2,11
514,Antakalnis,Švyturio g.,156000,1770,3,88.16,5,5
515,Senamiestis,S. Skapo g.,160000,5333,2,30,1,3
516,Antakalnis,Filaretų g.,220000,2481,3,88.68,4,7
517,Šnipiškės,Juozo Balčikonio g.,160000,2349,3,68.11,8,9
518,Lazdynai,Jonažolių g.,118000,1947,2,60.6,6,6
519,Naujamiestis,Iešmininkų g.,23000,561,1,41,1,1
520,Pašilaičiai,Č. Sugiharos g.,149000,2582,2,57.7,5,9
521,Šnipiškės,Tuskulėnų g.,59500,1812,1,32.84,5,5
522,Antakalnis,P. Vileišio g.,98000,2085,2,47,3,4
523,Senamiestis,Trakų g.,180000,3090,2,58.26,3,3
524,Naujamiestis,Smolensko g.,134999,2447,3,55.18,3,8
525,Naujininkai,Kaminkelio g.,122200,1455,3,84,5,6
526,Šiaurės miestelis,S. Žukausko g.,169000,1837,3,92,6,9
527,Žirmūnai,Raitininkų g.,125000,2441,2,51.2,6,7
528,Baltupiai,Kazio Ulvydo g.,119000,2683,2,44.35,2,5
529,Fabijoniškės,Salomėjos Nėries g.,83000,1239,2,67,7,12
530,Užupis,Kreivasis skg.,280000,3502,4,79.95,3,3
531,Naujamiestis,Mindaugo g.,180850,3848,2,47,6,7
532,Šeškinė,Čiobiškio g.,54000,1543,1,35,2,5
533,Naujamiestis,Aludarių g.,128400,2816,2,45.6,2,5
534,Naujamiestis,Aludarių g.,137800,2707,2,50.91,2,5
535,Antakalnis,Saulės g.,157000,2181,3,72,1,3
536,Šnipiškės,Linkmenų g.,140800,2436,3,57.8,2,6
537,Šnipiškės,Linkmenų g.,108800,2597,2,41.9,2,6
538,Šnipiškės,Linkmenų g.,207300,2710,4,76.5,6,6
539,Šnipiškės,Linkmenų g.,261700,2604,4,100.5,5,6
540,Šnipiškės,Linkmenų g.,108800,2350,2,46.3,2,6
541,Šnipiškės,Linkmenų g.,81700,2610,1,31.3,1,6
542,Šnipiškės,Linkmenų g.,134900,2346,3,57.5,2,6
543,Šiaurės miestelis,Žygio g.,154500,2060,3,75,6,9
544,Žvėrynas,Kęstučio g.,185000,2891,2,64,2,3
545,Žirmūnai,Piromonto g.,125000,2451,2,51,6,9
546,Viršuliškės,Viršuliškių g.,48000,1455,1,33,4,9
547,Naujininkai,Dzūkų g.,85000,1328,3,64,1,5
548,Naujininkai,Dzūkų g.,61500,1344,2,45.76,5,5
549,Pilaitė,Įsruties g.,92000,1260,3,73,1,9
550,Šiaurės miestelis,Žygio g.,82000,1864,3,44,2,5
551,Fabijoniškės,Salomėjos Nėries g.,79900,1469,2,54.4,11,12
552,Pilaitė,Elbingo g.,119900,1998,3,60,2,4
553,Jeruzalė,Rugių g.,189900,1482,5,128.18,4,5
554,Šeškinė,Ukmergės g.,68800,1937,2,35.52,1,5
555,Pašilaičiai,Leičių g.,59500,1309,2,45.45,4,9
556,Naujininkai,Eišiškių pl.,105999,2120,2,50,3,5
557,Naujamiestis,Kauno g.,72750,2527,2,28.79,4,4
558,Bajorai,Bajorų kel.,125000,1786,3,69.98,6,7
559,Šiaurės miestelis,Kazimiero Ladygos g.,99500,1819,2,54.69,4,8
560,Fabijoniškės,Salomėjos Nėries g.,71500,1663,2,43,4,12
561,Bajorai,Jono Kairiūkščio g.,95000,1785,2,53.22,8,9
562,Lazdynėliai,Jonažolių g.,135500,1872,3,72.37,2,6
563,Naujamiestis,Mindaugo g.,123000,2278,2,54,2,5
564,Naujamiestis,K. Donelaičio g.,475888,3173,4,150,8,9
565,Žvėrynas,Blindžių g.,119000,3606,1,33,3,5
566,Naujamiestis,Aludarių g.,110900,2504,1,44.29,2,5
567,Santariškės,Santariškių g.,110000,2750,2,40,1,3
568,Naujamiestis,Šaltinių g.,95765,3757,1,25.49,5,5
569,Pilaitė,Karaliaučiaus g.,79500,1988,2,40,3,9
570,Karoliniškės,Virginijaus Druskio g.,57000,1215,2,46.9,3,5
571,Senamiestis,Gedimino pr.,529000,3527,5,150,2,3
572,Senamiestis,Liejyklos g.,205000,3666,3,55.92,1,1
573,Naujininkai,Panevėžio g.,52000,1405,2,37,5,5
574,Antakalnis,Antakalnio g.,78000,1857,2,42,3,5
575,Lazdynai,Architektų g.,47500,1444,1,32.89,3,5
576,Bukčiai,Bukčių g.,25000,625,2,40,3,3
577,Naujamiestis,Panerių g.,180000,1875,3,96,1,1
578,Fabijoniškės,S. Stanevičiaus g.,99000,1222,4,81,2,5
579,Senamiestis,Gynėjų g.,187000,2786,2,67.11,6,9
580,Pašilaičiai,Leičių g.,50999,1121,2,45.5,8,9
581,Šnipiškės,Tuskulėnų g.,83000,1298,3,63.94,2,9
582,Šnipiškės,Rinktinės g.,105000,1886,2,55.66,3,4
583,Senamiestis,Vasario 16-osios g.,178000,2738,3,65,1,3
584,Naujamiestis,Vasario 16-osios g.,178000,2738,3,65,1,3
585,Lazdynai,M. Mironaitės g.,115000,1961,2,58.65,6,6
586,Naujininkai,Darbininkų g.,48000,1104,2,43.49,2,5
587,Naujoji Vilnia,Parko g.,75000,1056,4,71,4,5
588,Pašilaičiai,Leičių g.,65999,1000,3,66,3,9
589,Pilaitė,Gilužio g.,64000,1753,1,36.5,1,4
590,Žirmūnai,Kareivių g.,35200,1956,1,18,5,5
591,Antakalnis,Antakalnio g.,109000,1580,4,69,2,5
592,Pilaitė,Tolminkiemio g.,72222,2063,1,35,1,7
593,Žvėrynas,Saltoniškių g.,190000,2568,2,74,2,10
594,Fabijoniškės,L. Giros g.,22000,733,1,30,7,9
595,Žvėrynas,Latvių g.,205000,3839,2,53.4,3,5
596,Grigiškės,Vilniaus g.,37000,1276,1,29,1,2
597,Pilaitė,Įsruties g.,84000,1217,3,69,5,9
598,Lazdynai,Architektų g.,47500,1484,1,32,1,5
599,Salininkai,Prūdiškių g.,61500,1025,3,60,1,2
600,Pašilaičiai,Justiniškių g.,107000,1646,3,65,3,9
601,Naujininkai,Šaltkalvių g.,32000,1185,1,27,2,9
602,Užupis,Olandų g.,63000,1881,2,33.5,5,5
603,Jeruzalė,Baltupio g.,139000,1759,2,79,2,3
604,Šnipiškės,Žalgirio g.,230000,2110,5,109,5,5
605,Senamiestis,Vilniaus g.,149000,3229,2,46.14,3,6
606,Senamiestis,A. Jakšto g.,145000,2685,2,54,5,5
607,Lazdynai,Erfurto g.,69900,1147,3,60.95,3,5
608,Pilaitė,M. Mažvydo g.,70900,2148,1,33,6,9
609,Naujamiestis,Birželio 23-iosios g.,50000,1684,1,29.7,1,5
610,Naujamiestis,M. K. Čiurlionio g.,250000,4545,2,55,1,5
611,Užupis,Subačiaus g.,22000,1294,1,17,1,5
612,Antakalnis,Antakalnio g.,60000,2000,1,30,4,5
613,Žirmūnai,Žirmūnų g.,63500,1322,2,48.02,2,5
614,Senamiestis,Gedimino pr.,135000,914,1,147.7,6,6
615,Naujamiestis,M. K. Čiurlionio g.,280000,2667,4,105,2,4
616,Žirmūnai,Žirmūnų g.,106500,2556,2,41.67,2,4
617,Antakalnis,Vytauto Žalakevičiaus g.,173000,3083,2,56.12,1,7
618,Šnipiškės,Giedraičių g.,81000,2282,1,35.5,2,9
619,Justiniškės,Mozūriškių g.,114000,2197,2,51.88,3,4
620,Naujamiestis,Tauro g.,36000,2250,1,16,3,4
621,Viršuliškės,Viršuliškių g.,59500,1283,2,46.36,12,12
622,Žirmūnai,Sporto g.,172000,2240,2,76.8,5,6
623,Šnipiškės,Durpių g.,285000,1420,6,200.73,3,3
624,Žemieji Paneriai,Vaduvos g.,59400,1200,2,49.5,3,10
625,Verkiai,Trinapolio g.,109000,1879,2,58,7,11
626,Užupis,Paupio g.,160000,4146,2,38.59,1,2
627,Antakalnis,M. K. Paco g.,97000,1568,2,61.88,1,2
628,Šeškinė,Gelvonų g.,85000,1269,3,67,4,5
629,Žirmūnai,Tuskulėnų g.,67000,2030,1,33,3,5
630,Žirmūnai,Apkasų g.,32000,2286,1,14,4,5
631,Senamiestis,Literatų g.,145000,2544,3,57,1,3
632,Naujamiestis,Smolensko g.,200000,2935,2,68.15,4,11
633,Karoliniškės,Sausio 13-osios g.,55000,1667,1,33,2,12
634,Grigiškės,Jaunimo skg.,28600,1589,1,18,3,5
635,Senamiestis,Mindaugo g.,296000,3654,3,81,2,5
636,Pilaitė,Tolminkiemio g.,94000,2000,2,47,4,5
637,Naujininkai,Šaltkalvių g.,34000,1567,1,21.7,8,9
638,Bajorai,Bajorų kel.,94500,2198,1,43,1,9
639,Justiniškės,Justiniškių g.,73000,1090,3,67,5,5
640,Senamiestis,T. Vrublevskio g.,258000,2903,3,88.88,3,3
641,Justiniškės,Justiniškių g.,133900,1326,3,101,4,6
642,Naujamiestis,T. Ševčenkos g.,79980,2666,2,30,4,5
643,Bajorai,Bajorų kel.,139000,2417,3,57.51,3,6
644,Pilaitė,Papilėnų g.,74700,1067,3,70.01,4,5
645,Senamiestis,Odminių g.,475000,3150,4,150.8,3,4
646,Pašilaičiai,Laisvės pr.,61800,2131,1,29,4,5
647,Užupis,Polocko g.,229000,3200,3,71.57,3,3
648,Naujoji Vilnia,Linksmoji g.,75000,1364,2,54.99,1,5
649,Karoliniškės,Algimanto Petro Kavoliuko g.,58000,1234,2,47,5,5
650,Antakalnis,Svajonių g.,115000,2556,2,45,1,4
651,Karoliniškės,Rolando Jankausko g.,90000,1385,3,65,5,9
652,Žirmūnai,Žirmūnų g.,125000,2083,3,60,3,11
653,Lazdynai,Jonažolių g.,122000,1785,3,68.34,2,9
654,Senamiestis,Gedimino pr.,235000,2022,4,116.25,3,4
655,Šnipiškės,Kalvarijų g.,250000,3040,4,82.25,2,4
656,Fabijoniškės,Fabijoniškių g.,90000,1111,4,81,3,9
657,Senamiestis,Aguonų g.,198000,2712,2,73,4,6
658,Naujamiestis,Statybininkų g.,259000,2977,4,87,9,9
659,Salininkai,Pupinės g.,67300,1082,3,62.22,4,5
660,Pašilaičiai,Žemynos g.,114000,1281,4,89,2,2
661,Naujamiestis,Gerosios Vilties g.,26500,1559,1,17,4,5
662,Šnipiškės,Linkmenų g.,114000,2850,2,40,4,5
663,Naujoji Vilnia,Dūmų g.,22750,1264,1,18,1,1
664,Naujoji Vilnia,Dūmų g.,31500,1167,2,27,2,2
665,Žirmūnai,Minties g.,76000,1602,2,47.45,4,5
666,Naujamiestis,A. Vivulskio g.,110000,2895,2,38,6,12
667,Antakalnis,Petro Rimšos g.,181000,1778,3,101.78,2,3
668,Grigiškės,Šviesos g.,45000,1366,1,32.94,2,5
669,Senamiestis,Šiaulių g.,159000,3533,2,45,2,4
670,Šeškinė,Ukmergės g.,55000,1551,1,35.45,4,5
671,Šnipiškės,Giedraičių g.,70000,856,4,81.82,1,1
672,Antakalnis,Rudens g.,169000,2021,3,83.63,3,4
673,Santariškės,Santariškių g.,94000,2320,2,40.52,1,3
674,Naujamiestis,A. Jakšto g.,165000,3030,3,54.45,2,5
675,Žirmūnai,Minties g.,62000,2067,1,30,5,5
676,Justiniškės,Taikos g.,77000,1375,2,56,1,9
677,Senamiestis,Mėsinių g.,635000,4432,4,143.29,2,3
678,Pašilaičiai,Medeinos g.,62000,1227,2,50.52,8,9
679,Žirmūnai,Tuskulėnų g.,60000,1818,1,33,4,5
680,Naujininkai,Eišiškių pl.,75000,2401,1,31.24,2,3
681,Antakalnis,Lentupio g.,160000,1604,4,99.74,2,6
682,Naujamiestis,Gedimino pr.,152000,3494,2,43.5,3,6
683,Žvėrynas,Elnių g.,127000,2268,2,56,6,7
684,Senamiestis,Pylimo g.,195000,2897,3,67.32,1,3
685,Šnipiškės,A. Juozapavičiaus g.,215000,3308,2,65,6,7
686,Karoliniškės,Loretos Asanavičiūtės g.,49999,1515,1,33,2,5
687,Pašilaičiai,Leičių g.,90000,1261,3,71.37,3,9
688,Pilaitė,I. Kanto al.,81000,1157,3,70,9,9
689,Pilaitė,Nidos g.,135000,1800,3,75,4,9
690,Pilaitė,Gilužio g.,110000,1363,3,80.7,2,5
691,Senamiestis,Šv. Stepono g.,79500,2650,2,30,3,3
692,Senamiestis,Žemaitijos g.,117000,2666,1,43.89,2,3
693,Šnipiškės,Kalvarijų g.,89000,1742,2,51.1,5,5
694,Fabijoniškės,S. Stanevičiaus g.,81000,1191,3,68,4,5
695,Šnipiškės,Daugėliškio g.,210000,4038,2,52,5,11
696,Justiniškės,Sūduvių g.,147900,1789,3,82.67,1,2
697,Jeruzalė,Bitininkų g.,65000,1625,1,40,4,5
698,Žvėrynas,Miglos g.,67600,1056,3,64,1,5
699,Šiaurės miestelis,S. Žukausko g.,125000,2315,2,54,5,8
700,Bajorai,Bajorų kel.,94999,2262,2,42,4,4
701,Visoriai,Mykolo Sleževičiaus g.,67500,2184,1,30.9,3,6
702,Pilaitė,Karaliaučiaus g.,86000,925,4,93,2,3
703,Užupis,Polocko g.,144000,2400,2,60,1,4
704,Žirmūnai,Trinapolio g.,99980,1950,2,51.27,6,11
705,Naujininkai,Šaltkalvių g.,35000,1667,1,21,7,9
706,Pilaitė,I. Kanto al.,86000,1229,3,69.95,3,5
707,Naujininkai,Baltosios Vokės g.,9800,594,1,16.49,2,3
708,Naujoji Vilnia,Pramonės g.,17700,620,1,28.54,2,4
709,Gineitiškės,Bijūnų g.,54000,750,3,72,2,3
710,Žvėrynas,Malonioji g.,110000,1684,3,65.31,1,2
711,Karoliniškės,Algimanto Petro Kavoliuko g.,64000,1000,3,64,1,9
712,Jeruzalė,Rugių g.,168500,1398,4,120.5,4,5
713,Žirmūnai,Piromonto g.,121800,2833,2,43,1,9
714,Naujamiestis,K. Donelaičio g.,162800,2200,3,74,5,9
715,Naujamiestis,Naugarduko g.,80000,2645,1,30.25,3,3
716,Justiniškės,Taikos g.,72000,1145,3,62.9,5,9
717,Lazdynėliai,Lazdynėlių g.,67000,2197,1,30.5,3,4
718,Naujamiestis,K. Kalinausko g.,650000,6989,3,93,6,6
719,Naujoji Vilnia,Genių g.,73000,1043,4,70,2,5
720,Senamiestis,Aušros Vartų g.,980000,1441,20,680,1,2
721,Fabijoniškės,Salomėjos Nėries g.,71000,1578,2,45,11,12
722,Pašilaičiai,Pavilnionių g.,118000,1934,3,61,3,9
723,Senamiestis,Gedimino pr.,675000,3479,4,194,4,8
724,Fabijoniškės,S. Stanevičiaus g.,80000,1198,3,66.77,6,9
725,Vilkpėdė,Vilkpėdės g.,65000,1551,1,41.9,1,6
726,Naujoji Vilnia,Pramonės g.,16000,800,1,20,3,5
727,Žvėrynas,Sėlių g.,129000,2115,2,61,3,4
728,Senamiestis,A. Rotundo g.,340000,2972,4,114.4,4,4
729,Šeškinė,Gelvonų g.,78000,1164,3,67,6,9
730,Naujininkai,Dariaus ir Girėno g.,42999,1218,2,35.3,4,5
731,Baltupiai,Mokyklos g.,48000,1600,1,30,1,5
732,Baltupiai,Didlaukio g.,79000,1597,2,49.46,9,9
733,Naujamiestis,Smolensko g.,112000,2545,2,44,1,8
734,Valakampiai,Nugalėtojų g.,299500,2382,4,125.75,2,3
735,Valakampiai,Nugalėtojų g.,299500,2382,4,125.75,1,3
736,Žvėrynas,Sėlių g.,125000,2880,1,43.4,2,4
737,Aukštieji Paneriai,Juodšilių g.,44500,1113,2,40,1,2
738,Naujamiestis,Gedimino pr.,175000,3528,2,49.6,3,6
739,Naujamiestis,Gedimino pr.,317000,3484,3,91,5,6
740,Antakalnis,Nemenčinės pl.,80500,2300,2,35,3,4
741,Antakalnis,Antakalnio g.,91000,2275,2,40,4,4
742,Antakalnis,Žirgo g.,84000,2270,2,37,3,4
743,Antakalnis,Svajonių g.,143900,2136,2,67.37,2,4
744,Šnipiškės,Kintų g.,83000,1831,2,45.32,2,4
745,Šnipiškės,Kintų g.,108000,1959,3,55.13,1,4
746,Šnipiškės,Kintų g.,139000,1912,4,72.71,2,4
747,Antakalnis,V. Grybo g.,29500,1639,1,18,4,5
748,Senamiestis,Ankštoji g.,205000,3254,3,63,5,5
749,Senamiestis,Pranciškonų g.,399000,3046,5,131,1,2
750,Senamiestis,T. Kosciuškos g.,261000,3035,3,86,2,4
751,Naujininkai,Rudaminos g.,68000,1360,2,50,2,5
752,Pilaitė,Bitėnų g.,79900,1776,2,45,3,4
753,Šnipiškės,Žalgirio g.,79100,3042,1,26,7,7
754,Bajorai,Bajorų kel.,72300,1715,2,42.15,1,9
755,Bajorai,Bajorų kel.,55400,1904,1,29.09,1,9
756,Karoliniškės,Dariaus Gerbutavičiaus g.,102400,1264,4,81,2,5
757,Kalnėnai,Kroatų g.,134000,1670,4,80.26,1,2
758,Žirmūnai,Tuskulėnų g.,120000,1967,3,61,2,5
759,Senamiestis,Paupio g.,79000,2104,2,37.55,2,4
760,Antakalnis,Švyturio g.,182828,1775,4,103,5,5
761,Naujoji Vilnia,Pramonės g.,25500,1294,1,19.7,3,4
762,Užupis,Krivių g.,390000,4021,4,97,5,5
763,Senamiestis,Subačiaus g.,130000,3939,2,33,2,4
764,Žvėrynas,Miglos g.,115000,1519,4,75.71,2,5
765,Pilaitė,Gilužio g.,77900,1770,2,44,2,4
766,Pilaitė,I. Simonaitytės g.,105000,1687,2,62.24,4,4
767,Pilaitė,I. Simonaitytės g.,109500,1749,2,62.59,2,4
768,Antakalnis,Duburio g.,67500,1350,2,50,2,4
769,Antakalnis,Smėlio g.,182000,2246,4,81.03,7,7
770,Žvėrynas,Vytauto g.,387035,3395,3,114.01,3,3
771,Kalnėnai,Lukšinės g.,81500,1283,3,63.5,2,2
772,Naujamiestis,Žemaitės g.,78900,1753,2,45,4,5
773,Šiaurės miestelis,Žygio g.,77920,1540,2,50.61,5,7
774,Naujininkai,Šaltkalvių g.,57500,1130,2,50.9,4,5
775,Justiniškės,Taikos g.,109600,1740,3,62.99,1,4
776,Lazdynėliai,Jonažolių g.,112000,1741,2,64.32,6,6
777,Antakalnis,Antakalnio g.,122900,2100,3,58.52,4,5
778,Antakalnis,Antakalnio g.,79000,2098,2,37.65,4,5
779,Antakalnis,Antakalnio g.,66800,2399,1,27.84,4,5
780,Antakalnis,Pylimėlių g.,69700,1877,2,37.13,3,3
781,Antakalnis,Vytauto Žalakevičiaus g.,230000,3151,3,73,1,5
782,Baltupiai,Vito Gerulaičio g.,165000,2551,2,64.69,5,5
783,Pilaitė,Karaliaučiaus g.,80000,1940,2,41.23,2,5
784,Antakalnis,Šilo g.,125000,2178,2,57.39,5,5
785,Pašilaičiai,Leičių g.,99000,1447,3,68.43,3,9
786,Pašilaičiai,Leičių g.,86000,1257,3,68.43,5,9
787,Naujamiestis,T. Ševčenkos g.,84900,2284,2,37.17,4,5
788,Senamiestis,Žemaitijos g.,189317,3155,3,60,3,4
789,Žirmūnai,Žirmūnų g.,124927,1913,2,65.29,4,4
790,Fabijoniškės,Gedvydžių g.,83000,1249,3,66.43,4,10
791,Senamiestis,A. Jakšto g.,468880,4000,5,117.22,3,6
792,Naujamiestis,V. Pietario g.,69000,1553,2,44.43,4,5
793,Fabijoniškės,Gedvydžių g.,64777,971,3,66.74,9,9
794,Balsiai,Želmenų g.,99000,1053,4,94,1,1
795,Fabijoniškės,S. Stanevičiaus g.,79777,1194,3,66.83,9,9
796,Pilaitė,Pajautos g.,59000,1475,1,40,1,5
797,Pašilaičiai,Perkūnkiemio g.,86777,1377,2,63,8,9
798,Senamiestis,J. Savickio g.,96500,1589,2,60.72,0,3
799,Antakalnis,Žirgo g.,285000,1900,4,150,17,20
800,Žirmūnai,Žirmūnų g.,79900,1248,3,64,6,9
801,Lazdynai,Jonažolių g.,72777,1702,2,42.77,5,5
802,Justiniškės,Taikos g.,80000,1307,3,61.22,5,5
803,Karoliniškės,Igno Šimulionio g.,159900,2016,3,79.3,1,2
804,Justiniškės,Laisvės pr.,40000,1747,1,22.89,3,8
805,Tarandė,Gailašių g.,150000,1049,4,143,1,2
806,Pašilaičiai,Laisvės pr.,40000,1771,1,22.58,4,8
807,Justiniškės,Laisvės pr.,36000,1932,1,18.63,4,5
808,Pašilaičiai,Laisvės pr.,37000,2002,1,18.48,5,5
809,Naujininkai,Šaltkalvių g.,19750,760,1,26,3,5
810,Užupis,Manufaktūrų g.,58205,1750,1,33.26,1,6
811,Naujamiestis,Gerosios Vilties g.,21500,2150,1,10,5,5
